gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,Yes,Yes,Yes,40,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.71,4991.79,No
Male,Yes,No,Yes,72,No,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,48.66,7617.99,Yes
Male,Yes,No,No,33,No,No phone service,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),76.26,5110.23,No
Male,Yes,Yes,No,51,No,No phone service,No,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),66.34,5375.39,No
Female,No,Yes,Yes,48,No,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),73.74,8668.06,No
Female,Yes,Yes,No,31,No,No phone service,No,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),59.09,7734.91,Yes
Female,No,No,No,4,No,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),60.25,4313.41,No
Female,No,Yes,Yes,66,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,98.86,8619.52,Yes
Male,No,Yes,Yes,36,No,No,No,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,114.66,9479.54,No
Female,Yes,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),48.11,9070.56,No
Male,No,No,Yes,52,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),83.24,7999.79,No
Female,Yes,No,Yes,21,No,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),109.31,132.7,Yes
Male,No,No,Yes,61,No,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,66.79,379.13,Yes
Male,Yes,No,No,58,No,No,No,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),95.53,6666.95,Yes
Female,Yes,Yes,No,5,No,No,No,Yes,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,22.46,1622.06,Yes
Female,No,Yes,Yes,13,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),46.79,3320.36,Yes
Male,No,Yes,No,54,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,31.76,4622.41,No
Female,Yes,Yes,Yes,30,No,No phone service,No,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),50.48,2878.16,Yes
Male,No,No,No,11,Yes,Yes,No,No,No,Yes,No,No,No,Two year,Yes,Mailed check,49.36,2683.92,No
Male,Yes,Yes,No,25,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),76.77,8030.95,No
Female,Yes,Yes,No,1,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,42.76,8999.95,Yes
Female,Yes,No,No,39,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),95.78,1947.59,Yes
Male,Yes,No,No,24,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),47.19,360.69,Yes
Female,Yes,No,No,49,No,No phone service,No,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,52.69,8476.24,Yes
Female,Yes,No,No,66,No,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,90.98,3041.4,No
Male,Yes,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),110.46,4972.16,No
Male,No,No,No,4,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,99.18,9292.81,No
Female,No,No,No,30,Yes,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,74.08,5164.41,Yes
Female,Yes,Yes,No,6,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),116.92,9807.56,Yes
Male,Yes,No,Yes,17,Yes,No phone service,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),96.94,4228.68,No
Male,Yes,Yes,No,65,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.72,6535.58,Yes
Male,Yes,Yes,No,31,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),95.28,9896.77,Yes
Male,Yes,Yes,Yes,46,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,69.93,6782.81,Yes
Female,No,No,No,55,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),68.82,3340.13,No
Male,No,No,No,18,No,No phone service,No,No,No,No,No,Yes,No,One year,No,Electronic check,68.8,7949.32,No
Female,Yes,No,Yes,68,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),52.49,5336.95,No
Male,No,No,Yes,60,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,22.58,7096.48,Yes
Female,Yes,Yes,No,68,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),75.24,2017.95,Yes
Female,Yes,No,Yes,70,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,89.12,6273.43,No
Female,No,No,No,58,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,No,Electronic check,112.68,5335.43,No
Male,Yes,No,Yes,1,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),64.06,2656.07,No
Female,Yes,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,111.64,4243.62,Yes
Male,No,No,No,2,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),21.71,8262.77,Yes
Female,Yes,No,No,51,Yes,No,No,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,49.92,2453.11,Yes
Male,Yes,No,No,64,Yes,No phone service,No,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,69.13,1763.15,Yes
Male,Yes,Yes,Yes,45,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),21.32,577.19,No
Male,Yes,No,No,70,No,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),118.14,9541.31,No
Male,No,No,Yes,63,No,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),46.92,761.22,No
Female,No,No,No,71,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),102.22,1962.96,Yes
Male,No,Yes,No,45,Yes,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,90.61,757.62,Yes
Male,Yes,No,No,41,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Mailed check,43.01,9930.91,No
Female,Yes,No,No,9,Yes,No phone service,No,No,Yes,No,No,No,No,One year,Yes,Electronic check,101.68,9900.1,No
Male,Yes,Yes,Yes,36,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,96.66,6501.74,Yes
Male,No,Yes,Yes,6,No,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,77.89,3198.31,Yes
Female,Yes,Yes,Yes,13,Yes,No phone service,No,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),38.65,7594.96,No
Female,No,No,No,64,No,No phone service,No,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),90.45,6563.36,No
Female,Yes,No,Yes,24,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,41.8,77.39,Yes
Female,Yes,Yes,No,20,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,67.77,2374.47,Yes
Male,No,Yes,Yes,36,Yes,No,No,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),53.36,1117.98,No
Female,Yes,No,Yes,14,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,102.42,5211.02,No
Female,Yes,No,Yes,15,No,No,No,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.84,865.57,Yes
Male,Yes,No,Yes,22,Yes,No,No,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),112.1,4438,Yes
Male,Yes,Yes,Yes,23,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),110.88,6445.54,No
Male,Yes,No,Yes,17,No,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),44.14,4431.82,Yes
Female,No,No,Yes,35,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),110.07,3734.31,Yes
Male,No,Yes,Yes,39,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),85.96,3655.08,Yes
Male,No,Yes,Yes,66,No,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,92.02,7887.28,No
Female,No,No,Yes,19,No,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),109.9,4981.78,No
Female,Yes,Yes,No,65,No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),109.18,8270.24,Yes
Female,Yes,Yes,No,41,No,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,45.5,2847.69,Yes
Female,No,No,No,1,No,No,No,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),36.97,3399.16,Yes
Female,No,No,No,62,No,Yes,DSL,No,No,No,No,No,No,Two year,No,Mailed check,84.84,7731.03,Yes
Female,No,Yes,Yes,51,Yes,No phone service,No,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,27.35,6974.55,Yes
Female,Yes,No,Yes,15,Yes,No,No,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),104.73,2750.79,Yes
Female,No,Yes,Yes,4,No,Yes,No,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,118.91,9445.85,Yes
Female,No,Yes,Yes,3,Yes,No phone service,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,101.45,1613.57,No
Male,No,No,Yes,27,No,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),22.38,2637,No
Male,Yes,No,No,27,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),83.63,3233.91,No
Female,Yes,Yes,Yes,42,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),85.17,1738.96,No
Female,Yes,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),83.43,4877.03,Yes
Female,No,No,Yes,65,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),55.44,1077.27,Yes
Male,No,No,Yes,69,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),70.33,6176.66,Yes
Female,Yes,No,Yes,7,Yes,No,No,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),24.21,4529.86,Yes
Male,Yes,Yes,No,50,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),91.58,6944.78,No
Male,Yes,Yes,Yes,27,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,24.78,6209.3,No
Male,Yes,No,Yes,40,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,68.77,9186.12,No
Female,No,No,No,21,No,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,78,9949.11,No
Female,Yes,No,Yes,64,No,No,No,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),42.99,5673.54,Yes
Female,No,No,Yes,18,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,117.29,4550.49,No
Male,Yes,Yes,No,48,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,58.05,5384.48,No
Male,Yes,Yes,Yes,6,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,26.45,6761.05,Yes
Male,Yes,Yes,No,48,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),31.2,9936.82,No
Male,Yes,No,Yes,8,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),117.59,4555.15,Yes
Female,No,No,No,23,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),102.67,3259.73,Yes
Female,No,Yes,No,50,No,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,108.18,671.29,No
Male,No,Yes,Yes,38,No,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,35.9,2318.88,Yes
Female,Yes,No,No,53,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,47.3,9588.72,No
Female,Yes,No,No,16,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),62.64,7357.93,Yes
Female,Yes,Yes,Yes,55,No,Yes,No,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,117.68,7018.9,No
Male,No,No,No,49,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,88.96,8045.03,Yes
Male,No,No,Yes,58,No,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Mailed check,55.79,722.24,Yes
Male,No,No,Yes,54,Yes,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,56.04,3132.69,No
Female,No,Yes,No,32,No,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,31.52,6236.72,Yes
Male,No,No,No,46,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),65.76,4180.23,No
Female,No,No,No,33,Yes,No phone service,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),110.58,1276.89,Yes
Female,No,No,Yes,42,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,103.38,1744.7,Yes
Male,Yes,Yes,No,32,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.47,3963.24,Yes
Female,No,No,Yes,66,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,79.04,9930.56,No
Female,No,Yes,Yes,38,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,56.77,706.27,No
Male,No,No,No,64,No,No,No,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),70.66,6449.28,No
Female,No,No,No,50,No,No,No,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),59.05,5625.38,Yes
Female,Yes,Yes,No,3,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,20.57,9789.65,No
Male,No,Yes,No,19,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,32.48,2271.35,No
Male,No,Yes,No,26,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,40.99,8523.77,Yes
Male,No,Yes,No,19,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,66.7,9096.99,Yes
Male,No,No,Yes,54,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),118.18,1200.24,No
Female,No,Yes,Yes,53,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),74.66,4997.04,No
Female,Yes,Yes,No,5,No,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),39.92,9854.24,Yes
Male,Yes,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),68.43,1249.4,No
Female,No,No,Yes,61,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,55.31,1293.51,Yes
Male,No,No,Yes,26,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),47.69,2853,Yes
Male,No,No,Yes,51,No,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,No,Electronic check,79.11,489.03,No
Male,No,Yes,No,57,No,Yes,No,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,105.59,4570.34,Yes
Male,Yes,Yes,No,37,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,101.91,5816.7,Yes
Female,No,Yes,No,47,No,No,No,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),56.44,150.86,No
Female,Yes,Yes,No,29,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),92.75,9991.24,Yes
Male,No,No,No,24,No,No,No,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),22.33,6533.71,Yes
Female,No,No,Yes,8,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,51.84,1778.29,No
Male,No,No,Yes,56,No,No,No,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),104.39,8434.62,Yes
Female,No,No,Yes,49,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.81,6962.24,Yes
Female,No,No,Yes,4,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),79.56,4422.99,No
Male,Yes,Yes,Yes,47,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,59.4,2472.86,Yes
Male,No,No,No,22,No,No,No,No,No,No,Yes,No,No,Two year,No,Electronic check,22.6,2872.69,No
Male,Yes,No,No,9,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,93.94,7050.89,No
Male,Yes,Yes,No,36,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),47.52,8502.09,Yes
Male,No,Yes,No,19,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,36.73,4365.25,Yes
Male,Yes,No,Yes,53,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),104.28,5329.32,Yes
Female,Yes,Yes,Yes,33,Yes,No phone service,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),100.35,5215.44,Yes
Female,No,No,Yes,22,Yes,No phone service,DSL,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),28.08,638.22,No
Female,Yes,No,No,10,No,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),74.98,2396.31,Yes
Male,Yes,No,Yes,48,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),58.79,8055.83,Yes
Male,Yes,No,Yes,38,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,37.36,3354.85,No
Female,Yes,No,No,46,Yes,No phone service,No,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,35.18,7800.88,Yes
Male,No,No,Yes,63,No,No,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,20.99,6942.61,Yes
Male,Yes,No,No,68,No,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,55.4,66.9,Yes
Male,Yes,Yes,Yes,50,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),62.37,2130.1,Yes
Male,Yes,No,No,24,No,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,106.05,953.95,Yes
Female,No,No,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,35.63,4630.23,Yes
Female,No,Yes,No,50,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,108.07,4851.68,Yes
Male,Yes,Yes,No,1,No,No phone service,DSL,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),94.26,8959.92,No
Male,Yes,Yes,No,14,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,96.09,708.81,Yes
Female,Yes,No,Yes,46,Yes,No phone service,No,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,60.09,6291.08,No
Female,Yes,Yes,No,13,No,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,59.41,665.37,Yes
Male,Yes,No,Yes,21,No,No phone service,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),77.12,550.14,No
Male,No,No,No,48,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),61.37,4393.85,Yes
Male,Yes,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),64.26,9060.11,No
Female,No,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,73.12,5966.92,No
Male,No,Yes,Yes,37,No,No phone service,No,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),76.53,4429.17,No
Male,No,Yes,No,39,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Electronic check,50.78,2862.26,No
Female,Yes,No,Yes,45,Yes,No phone service,No,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,39.06,5754.78,No
Male,No,Yes,No,6,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),52.07,9127.87,Yes
Male,No,Yes,Yes,49,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,83.08,6951.5,No
Female,Yes,Yes,No,41,No,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),40.18,6334.37,Yes
Male,No,Yes,Yes,66,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,92.63,7226.38,No
Male,No,Yes,No,28,No,No,No,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,24.96,3810.19,Yes
Female,No,Yes,Yes,41,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,20.3,9762.38,Yes
Female,Yes,Yes,Yes,43,Yes,No phone service,DSL,No,Yes,No,No,Yes,No,One year,No,Mailed check,65.38,860.08,Yes
Female,No,Yes,No,32,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),67.48,2287.51,Yes
Male,Yes,No,No,57,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),65.2,5156.51,Yes
Male,Yes,Yes,No,6,Yes,No phone service,No,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,28.19,7748.45,No
Male,Yes,Yes,Yes,17,No,Yes,DSL,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),67.29,8288.12,Yes
Male,Yes,No,Yes,62,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),84.84,2540.22,Yes
Female,Yes,Yes,Yes,25,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,26.71,1799.14,Yes
Female,No,Yes,No,65,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),67.66,4494.41,No
Male,No,Yes,No,24,No,No phone service,No,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),57.04,7630.46,Yes
Female,Yes,Yes,Yes,8,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,66.53,4575.9,Yes
Female,No,No,No,58,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),119.8,682.23,No
Male,No,Yes,Yes,33,Yes,No phone service,No,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),117.04,7957.35,No
Male,No,No,Yes,16,No,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,112.96,3054.61,Yes
Female,Yes,No,Yes,1,No,Yes,No,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.7,4266.68,No
Female,Yes,No,No,9,No,No phone service,No,No,Yes,Yes,No,No,Yes,Two year,No,Mailed check,92.43,7381.11,No
Female,Yes,No,Yes,23,No,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),41.87,3134.36,No
Female,No,No,Yes,39,No,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),77.85,51.75,Yes
Female,Yes,Yes,No,71,No,Yes,No,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),81.09,4247.66,Yes
Male,Yes,Yes,Yes,3,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),24.49,9930.03,Yes
Female,Yes,Yes,Yes,25,No,No,No,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),118.44,3803.51,Yes
Male,No,No,No,52,No,No phone service,No,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,85.96,5776.73,Yes
Male,No,No,No,12,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Mailed check,49.66,1258.81,No
Female,No,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),85.79,1529.48,No
Male,No,No,No,68,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,79.93,3369.47,No
Female,No,No,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),83.19,4005.48,No
Female,No,Yes,No,4,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),85.58,5468.6,Yes
Male,Yes,No,Yes,46,No,Yes,No,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),71.58,9377.93,Yes
Female,No,Yes,Yes,44,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),71.66,9108.64,Yes
Male,Yes,No,No,23,No,No,No,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),39.5,4344.38,No
Male,Yes,No,Yes,39,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,71.07,3326.01,No
